START OF TRACE: 24-Oct-2019 14:16:18.647 on Reigi

mm:ss.ttt  Thr  Event  TotalTime   NetTime  Function
---------  ---  -----  ---------   -------  --------
16:18.692   12              1599         9    :   Thread.ExitBlockingOperation
16:18.692   12                12         6    :   : Thread.RunningThread
16:18.692   12                 6         6    :   :   ThreadRegistry.FindThread
16:18.692   12              1578         6    :   : Thread.Ready
16:18.692   12              1572        19    :   :   SysThread.Wait
16:18.692   12              1553      1553    :   :   : SysThread.Suspend
16:18.693   12                 0         0    :   : SysSocket.SetError
16:19.713   15>                6         6    : SysMutex.Acquire
16:23.006   15             30134     30134    : RecoveryTestThread.LoopForever
16:23.036   15             32423     32423    : RecoveryTestThread.LoopForever
16:23.069   15             32710     32710    : RecoveryTestThread.LoopForever
16:23.101   15             30993     30993    : RecoveryTestThread.LoopForever
16:23.132   15             30143     30143    : RecoveryTestThread.LoopForever
16:23.162   15             29851     29851    : RecoveryTestThread.LoopForever
16:23.192   15             29859     29859    : RecoveryTestThread.LoopForever
16:23.222   15             30237     30237    : RecoveryTestThread.LoopForever
16:23.252   15             32494     32494    : RecoveryTestThread.LoopForever
16:23.285   15             31987     31987    : RecoveryTestThread.LoopForever
16:23.317   15             30321     30321    : RecoveryTestThread.LoopForever
16:23.347   15             30402     30402    : RecoveryTestThread.LoopForever
16:23.378   15             30060     30060    : RecoveryTestThread.LoopForever
16:23.408   15             30055     30055    : RecoveryTestThread.LoopForever
16:23.438   15             29938     29938    : RecoveryTestThread.LoopForever
16:23.468   15             31334     31334    : RecoveryTestThread.LoopForever
16:23.499   15             32567     32567    : RecoveryTestThread.LoopForever
16:23.531   15             30752     30752    : RecoveryTestThread.LoopForever
16:23.562   15             30027     30027    : RecoveryTestThread.LoopForever
16:23.592   15             29827     29827    : RecoveryTestThread.LoopForever
16:23.622   15             29569     29569    : RecoveryTestThread.LoopForever
16:23.652   15             29640     29640    : RecoveryTestThread.LoopForever
16:23.681   15             32742     32742    : RecoveryTestThread.LoopForever
16:23.714   15             32657     32657    : RecoveryTestThread.LoopForever
16:23.747   15             31424     31424    : RecoveryTestThread.LoopForever
16:23.778   15             31195     31195    : RecoveryTestThread.LoopForever
16:23.809   15             29767     29767    : RecoveryTestThread.LoopForever
16:23.839   15             29831     29831    : RecoveryTestThread.LoopForever
16:23.869   15             31576     31576    : RecoveryTestThread.LoopForever
16:23.901   15             32081     32081    : RecoveryTestThread.LoopForever
16:23.933   15             30765     30765    : RecoveryTestThread.LoopForever
16:23.963   15             30883     30883    : RecoveryTestThread.LoopForever
16:23.994   15             30048     30048    : RecoveryTestThread.LoopForever
16:24.024   15             31154     31154    : RecoveryTestThread.LoopForever
16:24.055   15             29584     29584    : RecoveryTestThread.LoopForever
16:24.085   15             32643     32643    : RecoveryTestThread.LoopForever
16:24.118   15             32521     32521    : RecoveryTestThread.LoopForever
16:24.150   15             30535     30535    : RecoveryTestThread.LoopForever
16:24.181   15             30283     30283    : RecoveryTestThread.LoopForever
16:24.211   15             30315     30315    : RecoveryTestThread.LoopForever
16:24.241   15             36971     36971    : RecoveryTestThread.LoopForever
16:24.278   15             29900     29900    : RecoveryTestThread.LoopForever
16:24.308   15             32670     32670    : RecoveryTestThread.LoopForever
16:24.341   15             31405     31405    : RecoveryTestThread.LoopForever
16:24.372   15             30420     30420    : RecoveryTestThread.LoopForever
16:24.403   15             30231     30231    : RecoveryTestThread.LoopForever
16:24.433   15             30497     30497    : RecoveryTestThread.LoopForever
16:24.463   15             30442     30442    : RecoveryTestThread.LoopForever
16:24.494   15             32911     32911    : RecoveryTestThread.LoopForever
16:24.527   15             32106     32106    : RecoveryTestThread.LoopForever
16:24.559   15             30852     30852    : RecoveryTestThread.LoopForever
16:24.590   15             29540     29540    : RecoveryTestThread.LoopForever
16:24.619   15             30280     30280    : RecoveryTestThread.LoopForever
16:24.650   15             29489     29489    : RecoveryTestThread.LoopForever
16:24.679   15             30168     30168    : RecoveryTestThread.LoopForever
16:24.709   15             32834     32834    : RecoveryTestThread.LoopForever
16:24.742   15             34490     34490    : RecoveryTestThread.LoopForever
16:24.777   15             37094     37094    : RecoveryTestThread.LoopForever
16:24.814   15             37307     37307    : RecoveryTestThread.LoopForever
16:24.851   15             31666     31666    : RecoveryTestThread.LoopForever
16:24.883   15             31252     31252    : RecoveryTestThread.LoopForever
16:24.914   15             33550     33550    : RecoveryTestThread.LoopForever
16:24.947   15             31297     31297    : RecoveryTestThread.LoopForever
16:24.979   15              3420      3420    : RecoveryTestThread.LoopForever
16:24.979   15                 8         5    :   :   :   :   : Thread.ExitSwLog
16:24.979   15                 3         3    :   :   :   :   :   Thread.RunningThread
16:24.979   15              2855         0    :   :   :   SignalException.ctor
16:24.979   15              2855         4    :   :   :   : Exception.ctor
16:24.979   15                13         3    :   :   :   :   Thread.ExtendTime
16:24.979   15                10        10    :   :   :   :   : Thread.RunningThread
16:24.979   15              2838      2838    :   :   :   :   SysThreadStack.Display
16:24.982   15               469         7    Thread.TrapHandler
16:24.982   15                36         4    : Orphans.ExitNow
16:24.982   15                24         7    :   MutexGuard.ctor
16:24.982   15                17        17    :   : SysMutex.Acquire
16:24.982   15                 8         3    :   MutexGuard.dtor
16:24.982   15                 5         5    :   : SysMutex.Release
16:24.982   15                 5         5    : Thread.SetSignal
16:24.982   15               157         3    : Log.Create
16:24.982   15                18         5    :   Log.Find
16:24.982   15                10        10    :   : LogGroupRegistry.FindGroup
16:24.982   15                 3         3    :   : LogGroup.FindLog
16:24.982   15               136       136    :   Log.Format
16:24.982   15               116         0    :   :   SysTime.ctor(now)
16:24.982   15               116         0    :   :   : Object.ctor
16:24.982   15               116       116    :   :   :   Base.ctor
16:24.982   15                11        11    : LeakyBucketCounter.HasReachedLimit
16:24.982   15               253        12    : Log.Submit
16:24.982   15               172         9    :   Log.Find
16:24.982   15               163         4    :   : Log.Find
16:24.982   15               152       152    :   :   LogGroupRegistry.FindGroup
16:24.983   15                 7         7    :   :   LogGroup.FindLog
16:24.983   15                 3         3    :   LogBufferRegistry.Active
16:24.983   15                66         3    :   LogBuffer.Push
16:24.983   15                13         6    :   : MutexGuard.ctor
16:24.983   15                 7         7    :   :   SysMutex.Acquire
16:24.983   15                16         4    :   : LogBuffer.InsertionPoint
16:24.983   15                 3         3    :   :   LogBuffer.First
16:24.983   15                 6         6    :   :   LogBuffer.SetNext
16:24.983   15                 3         3    :   :   LogBuffer.First
16:24.983   15                14         5    :   : Thread.Interrupt
16:24.983   15                 9         3    :   :   SysThread.Interrupt
16:24.983   15                 6         6    :   :   : SysThread.Resume
16:24.983   15                20         4    :   : MutexGuard.dtor
16:24.983   15                16        16    :   :   SysMutex.Release
16:24.983   15                 7         3    :   :   :   :   :   :   :   :   : SignalException.dtor
16:24.983   15                 4         4    :   :   :   :   :   :   :   :   :   Exception.dtor
16:24.983   15               119         3  Thread.Start
16:24.983   15                 4         4    SysThread.Start
16:24.983   15               112         5    RecoveryTestThread.Enter
16:24.983   15                 1         1    :   : Thread.RunningThread
16:24.983   15               107         4    : Thread.Pause (msecs=3000)
16:24.983   15                 3         3    :   Thread.RunningThread
16:24.983   15                55         4    :   Thread.EnterBlockingOperation
16:24.983   15                 2         2    :   : Thread.RunningThread
16:24.983   15                49         4    :   : Thread.Suspend
16:24.983   15                15        15    :   :   Thread.LogContextSwitch
16:24.983   15                 3         3    :   :   :   SysMutex.Acquire
16:24.983   15                 4         4    :   :   :   SysMutex.Release
16:24.983   15                30         9    :   :   Thread.Schedule
16:24.983   15                21         5    :   :   : Thread.Interrupt
16:24.983   15                16         6    :   :   :   SysThread.Interrupt
16:24.983   15                10        10    :   :   :   : SysThread.Resume
16:24.983   15                13         6    :   SysThread.Delay
16:24.983   15                 7         7    :   : SysThread.Suspend
16:24.983   15                32         5    :   Thread.ExitBlockingOperation
16:24.983   15                11         5    :   : Thread.RunningThread
16:24.983   15                 6         6    :   :   ThreadRegistry.FindThread
16:24.983   15                16         5    :   : Thread.Ready
16:24.983   15                11         6    :   :   Thread.Interrupt
16:24.983   15                 5         5    :   :   : SysThread.Interrupt
16:24.983   15                 0         0    :   :   :   SysThread.Resume
16:24.984   12>               34        34    :   : Thread.Resume
16:24.984   12               125       125    :   IpPort.RecvsInSequence
16:24.984   12                24        24    :   :   :   SysMutex.Acquire
16:24.984   12                51        51    :   :   :   SysMutex.Release
16:24.984   12                 0         0    :   SysTcpSocket.Poll
16:24.985   15>                1         1    : Thread.Pause (interrupted)
16:24.985   15                87        24    : Thread.Pause (msecs=3000)
16:24.985   15                58         5    :   Thread.EnterBlockingOperation
16:24.985   15                 3         3    :   : Thread.RunningThread
16:24.985   15                50         4    :   : Thread.Suspend
16:24.985   15                16        16    :   :   Thread.LogContextSwitch
16:24.985   15                 3         3    :   :   :   SysMutex.Acquire
16:24.985   15                 4         4    :   :   :   SysMutex.Release
16:24.985   15                30         7    :   :   Thread.Schedule
16:24.985   15                23         7    :   :   : Thread.Interrupt
16:24.985   15                16         5    :   :   :   SysThread.Interrupt
16:24.985   15                11        11    :   :   :   : SysThread.Resume
16:24.985   15                 5         5    :   SysThread.Delay
16:24.985   15                 0         0    :   : SysThread.Suspend
16:26.985   12>              218       218    :   :   Thread.Interrupt
16:26.985   12                23        23    :   : SysSocket.SetError
16:26.985   12                 0         0    :   :   :   : SysThread.Resume
16:27.984   15>              281        13    :   Thread.ExitBlockingOperation
16:27.984   15                12         6    :   : Thread.RunningThread
16:27.984   15                 6         6    :   :   ThreadRegistry.FindThread
16:27.985   15               244         6    :   : Thread.Ready
16:27.985   15                28         7    :   :   Thread.Interrupt
16:27.985   15                21         5    :   :   : SysThread.Interrupt
16:27.985   15                16        16    :   :   :   SysThread.Resume
16:27.985   15               210         6    :   :   SysThread.Wait
16:27.985   15               204       204    :   :   : SysThread.Suspend
16:27.985   15                12         6    :   : Thread.Resume
16:27.985   15                 4         4    :   :   Thread.InitialMsecs
16:27.985   15                 2         2    :   :   ThreadAdmin.WarpFactor
16:27.985   15                 3         3    : Thread.Pause (completed)
16:27.985   15                76         4    RecoveryTestThread.Enter
16:27.985   15                 1         1    :   : Thread.RunningThread
16:27.985   15                72         5    : Thread.Pause (msecs=3000)
16:27.985   15                 3         3    :   Thread.RunningThread
16:27.985   15                59         3    :   Thread.EnterBlockingOperation
16:27.985   15                 3         3    :   : Thread.RunningThread
16:27.985   15                53         5    :   : Thread.Suspend
16:27.985   15                16        16    :   :   Thread.LogContextSwitch
16:27.985   15                 3         3    :   :   :   SysMutex.Acquire
16:27.985   15                 4         4    :   :   :   SysMutex.Release
16:27.985   15                32         8    :   :   Thread.Schedule
16:27.985   15                24         6    :   :   : Thread.Interrupt
16:27.985   15                18         6    :   :   :   SysThread.Interrupt
16:27.985   15                12        12    :   :   :   : SysThread.Resume
16:27.985   15                 5         5    :   SysThread.Delay
16:27.985   15                 0         0    :   : SysThread.Suspend
END OF TRACE
